Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
0,2018-03-25,0.84,965185.06,438526.12,199585.9,11017.42,316055.62,153009.89,160999.1,2046.63,conventional,2018,West Tex New Mexico
1,2018-03-18,0.88,855251.17,457635.79,137597.04,8422.08,251596.26,151191.85,98535.6,1868.81,conventional,2018,West Tex New Mexico
2,2018-03-11,0.94,897607.12,467501.55,154130.63,11380.26,264594.68,152380.6,110322.16,1891.92,conventional,2018,West Tex New Mexico
3,2018-03-04,0.88,935934.1,454269.43,164856.57,9907.85,306900.25,164965.35,138399.68,3535.22,conventional,2018,West Tex New Mexico
4,2018-02-25,0.88,895671.55,431217.01,171532.79,10590.75,282331.0,125973.31,147040.26,9317.43,conventional,2018,West Tex New Mexico
5,2018-02-18,0.89,896808.98,421321.21,191798.82,10065.33,273623.62,130348.75,140202.81,3072.06,conventional,2018,West Tex New Mexico
6,2018-02-11,0.75,1071952.06,544075.54,189862.1,7194.15,330820.27,113338.76,215753.74,1727.77,conventional,2018,West Tex New Mexico
7,2018-02-04,0.76,1272039.8,531469.08,368948.26,13078.2,358544.26,127833.03,229786.03,925.2,conventional,2018,West Tex New Mexico
8,2018-01-28,0.85,957086.16,479147.93,179489.19,7314.98,291134.06,143430.96,147376.43,326.67,conventional,2018,West Tex New Mexico
9,2018-01-21,0.84,1020913.2,505263.29,177911.4,9468.95,328269.56,118978.5,209131.06,160.0,conventional,2018,West Tex New Mexico
10,2018-01-14,0.9,950954.6,463945.73,188126.02,11227.47,287655.38,125408.69,162040.02,206.67,conventional,2018,West Tex New Mexico
11,2018-01-07,0.88,880266.52,436282.38,178669.53,9467.11,255847.5,99686.92,155870.58,290.0,conventional,2018,West Tex New Mexico
0,2015-12-27,1.45,98576.63,14306.68,50893.97,0.0,33375.98,29507.45,3868.53,0.0,organic,2015,California
1,2015-12-20,1.35,99793.55,12746.47,48195.95,1.52,38849.61,25535.8,13313.81,0.0,organic,2015,California
2,2015-12-13,1.39,98605.4,13609.24,46518.56,3.05,38474.55,24359.79,14114.76,0.0,organic,2015,California
3,2015-12-06,1.48,91211.53,17839.96,47527.65,1.53,25842.39,25661.06,181.33,0.0,organic,2015,California
4,2015-11-29,1.75,83415.54,13195.19,48229.29,0.0,21991.06,21671.7,319.36,0.0,organic,2015,California
5,2015-11-22,1.6,89062.36,14803.41,51282.8,0.0,22976.15,22516.44,459.71,0.0,organic,2015,California
6,2015-11-15,1.59,97265.23,16244.94,59089.47,0.0,21930.82,21274.01,656.81,0.0,organic,2015,California
7,2015-11-08,1.66,101320.15,17074.6,62469.04,0.0,21776.51,20005.46,1771.05,0.0,organic,2015,California
8,2015-11-01,1.6,104331.19,20050.21,63408.14,0.0,20872.84,20158.5,714.34,0.0,organic,2015,California
9,2015-10-25,1.64,103918.03,20902.94,66867.39,0.0,16147.7,15174.85,972.85,0.0,organic,2015,California
10,2015-10-18,2.01,73799.28,15960.2,48820.15,3.09,9015.84,7988.73,1027.11,0.0,organic,2015,California
11,2015-10-11,2.07,70004.38,14400.49,48933.21,3.1,6667.58,6607.58,60.0,0.0,organic,2015,California
12,2015-10-04,2.0,81751.48,18414.61,57015.39,0.0,6321.48,6281.48,40.0,0.0,organic,2015,California
13,2015-09-27,1.85,80734.58,20639.23,50992.3,0.0,9103.05,9093.05,10.0,0.0,organic,2015,California
14,2015-09-20,1.92,94267.54,28489.91,60941.41,0.0,4836.22,4802.89,33.33,0.0,organic,2015,California
15,2015-09-13,1.97,95230.68,34760.74,54821.89,0.0,5648.05,5608.05,40.0,0.0,organic,2015,California
16,2015-09-06,1.99,88963.61,23875.92,56393.97,0.0,8693.72,8693.72,0.0,0.0,organic,2015,California
17,2015-08-30,1.98,90125.42,23449.1,55879.18,0.0,10797.14,10797.14,0.0,0.0,organic,2015,California
18,2015-08-23,1.85,107431.24,30454.79,63850.97,3.11,13122.37,13122.37,0.0,0.0,organic,2015,California
19,2015-08-16,1.96,90240.43,24630.76,52035.43,0.0,13574.24,13574.24,0.0,0.0,organic,2015,California
20,2015-08-09,2.03,86211.24,23147.23,52640.84,0.0,10423.17,10423.17,0.0,0.0,organic,2015,California
21,2015-08-02,1.99,89435.6,26067.67,54133.2,0.0,9234.73,9234.73,0.0,0.0,organic,2015,California
22,2015-07-26,1.93,98449.84,31604.24,57990.08,0.0,8855.52,8855.52,0.0,0.0,organic,2015,California
23,2015-07-19,1.89,103081.23,33422.15,59794.77,0.0,9864.31,9864.31,0.0,0.0,organic,2015,California
24,2015-07-12,1.8,115063.87,45482.88,60702.07,3.11,8875.81,8867.16,8.65,0.0,organic,2015,California
25,2015-07-05,1.67,135522.65,50367.92,74571.56,18.66,10564.51,10564.51,0.0,0.0,organic,2015,California
26,2015-06-28,1.67,116913.79,46841.35,61727.62,0.0,8344.82,8341.49,3.33,0.0,organic,2015,California
27,2015-06-21,1.69,116908.54,51294.9,55597.45,3.09,10013.1,10009.77,3.33,0.0,organic,2015,California
28,2015-06-14,1.68,116322.44,51607.99,54937.64,43.18,9733.63,9733.63,0.0,0.0,organic,2015,California
29,2015-06-07,1.67,114406.15,49301.79,52704.34,6.16,12393.86,12393.86,0.0,0.0,organic,2015,California
30,2015-05-31,1.5,119999.12,52846.87,53628.31,0.0,13523.94,13523.94,0.0,0.0,organic,2015,California
31,2015-05-24,1.5,135543.89,60597.97,63560.02,0.0,11385.9,11385.9,0.0,0.0,organic,2015,California
32,2015-05-17,1.49,133759.31,65830.84,56261.16,0.0,11667.31,11667.31,0.0,0.0,organic,2015,California
33,2015-05-10,1.4,160570.28,77103.7,70434.57,0.0,13032.01,13032.01,0.0,0.0,organic,2015,California
34,2015-05-03,1.48,119059.56,54176.97,51542.88,0.0,13339.71,13339.71,0.0,0.0,organic,2015,California
35,2015-04-26,1.5,128166.45,63539.73,51223.93,0.0,13402.79,13402.79,0.0,0.0,organic,2015,California
36,2015-04-19,1.52,123851.34,55948.06,57078.01,1.49,10823.78,10823.78,0.0,0.0,organic,2015,California
37,2015-04-12,1.5,119549.28,59861.05,49554.48,0.0,10133.75,10133.75,0.0,0.0,organic,2015,California
38,2015-04-05,1.52,120814.24,57082.3,51295.72,0.0,12436.22,12436.22,0.0,0.0,organic,2015,California
39,2015-03-29,1.53,111423.89,56829.47,44390.86,0.0,10203.56,10203.56,0.0,0.0,organic,2015,California
40,2015-03-22,1.3,112284.57,64969.37,40012.49,0.0,7302.71,7302.71,0.0,0.0,organic,2015,California
41,2015-03-15,1.52,94419.17,65441.32,21855.14,0.0,7122.71,7122.71,0.0,0.0,organic,2015,California
42,2015-03-08,1.48,108346.9,75016.11,21619.82,0.0,11710.97,11710.97,0.0,0.0,organic,2015,California
43,2015-03-01,1.15,250298.58,178033.64,59786.79,0.0,12478.15,12478.15,0.0,0.0,organic,2015,California
44,2015-02-22,1.41,136421.88,102232.31,25715.73,0.0,8473.84,8470.51,3.33,0.0,organic,2015,California
45,2015-02-15,1.52,116499.36,85444.97,21689.75,0.0,9364.64,9364.64,0.0,0.0,organic,2015,California
46,2015-02-08,1.35,132790.41,94440.9,24587.9,0.0,13761.61,13761.61,0.0,0.0,organic,2015,California
47,2015-02-01,1.11,196031.9,142332.45,41999.51,2.92,11697.02,11697.02,0.0,0.0,organic,2015,California
48,2015-01-25,1.3,121698.02,80952.24,28216.13,0.0,12529.65,12529.65,0.0,0.0,organic,2015,California
49,2015-01-18,1.24,195207.6,123138.29,58616.16,0.0,13453.15,13453.15,0.0,0.0,organic,2015,California
50,2015-01-11,1.1,158110.68,123712.51,25975.27,1.47,8421.43,8421.43,0.0,0.0,organic,2015,California
51,2015-01-04,1.24,142349.77,107490.73,25711.96,2.93,9144.15,9144.15,0.0,0.0,organic,2015,California
0,2015-12-27,1.49,66775.85,6557.08,43451.67,4.66,16762.44,6579.3,10183.14,0.0,organic,2015,Great Lakes
1,2015-12-20,1.55,62669.16,7341.18,45409.35,6.23,9912.4,4761.67,5150.73,0.0,organic,2015,Great Lakes
2,2015-12-13,1.53,65341.66,7762.24,46066.59,0.0,11512.83,4150.64,7362.19,0.0,organic,2015,Great Lakes
3,2015-12-06,1.6,71502.74,7269.3,53935.3,3.12,10295.02,5915.04,4379.98,0.0,organic,2015,Great Lakes
4,2015-11-29,1.61,59169.17,6464.54,46706.82,0.0,5997.81,3485.76,2512.05,0.0,organic,2015,Great Lakes
5,2015-11-22,1.57,67773.07,8031.45,52934.16,0.0,6807.46,3107.27,3700.19,0.0,organic,2015,Great Lakes
6,2015-11-15,1.54,72434.15,7998.72,54649.47,12.57,9773.39,4987.47,4785.92,0.0,organic,2015,Great Lakes
7,2015-11-08,1.54,77222.36,7904.17,54952.16,127.35,14238.68,7297.5,6941.18,0.0,organic,2015,Great Lakes
8,2015-11-01,1.59,75586.78,7785.24,54952.19,261.3,12588.05,5592.13,6995.92,0.0,organic,2015,Great Lakes
9,2015-10-25,1.58,77066.63,9037.35,54687.19,108.75,13233.34,7451.64,5781.7,0.0,organic,2015,Great Lakes
10,2015-10-18,1.6,75238.38,9125.57,50799.97,0.0,15312.84,6138.54,9174.3,0.0,organic,2015,Great Lakes
11,2015-10-11,1.6,69918.93,6468.53,50913.46,0.0,12536.94,5310.04,7226.9,0.0,organic,2015,Great Lakes
12,2015-10-04,1.67,70410.49,6795.29,53256.82,0.0,10358.38,5494.36,4864.02,0.0,organic,2015,Great Lakes
13,2015-09-27,1.66,70809.98,7925.81,55025.02,0.0,7859.15,4464.32,3394.83,0.0,organic,2015,Great Lakes
14,2015-09-20,1.68,75306.07,8591.69,60724.74,0.0,5989.64,4811.55,1178.09,0.0,organic,2015,Great Lakes
15,2015-09-13,1.67,83530.33,9336.46,64212.51,0.0,9981.36,5498.57,4482.79,0.0,organic,2015,Great Lakes
16,2015-09-06,1.61,95931.87,10710.92,70456.63,0.0,14764.32,8139.62,6624.7,0.0,organic,2015,Great Lakes
17,2015-08-30,1.56,96236.54,12072.61,68165.17,0.0,15998.76,5736.66,10262.1,0.0,organic,2015,Great Lakes
18,2015-08-23,1.59,107306.08,16868.78,74972.26,4.72,15460.32,6945.82,8514.5,0.0,organic,2015,Great Lakes
19,2015-08-16,1.72,92086.0,7870.21,75764.76,0.0,8451.03,4920.39,3530.64,0.0,organic,2015,Great Lakes
20,2015-08-09,1.7,84089.07,6759.99,64669.41,7.88,12651.79,9238.64,3413.15,0.0,organic,2015,Great Lakes
21,2015-08-02,1.64,82380.97,4097.55,68639.13,4.73,9639.56,5115.58,4523.98,0.0,organic,2015,Great Lakes
22,2015-07-26,1.5,87348.95,3971.27,63468.5,0.0,19909.18,4387.73,15521.45,0.0,organic,2015,Great Lakes
23,2015-07-19,1.48,81489.76,3513.22,55925.95,0.0,22050.59,2919.87,19130.72,0.0,organic,2015,Great Lakes
24,2015-07-12,1.4,88179.72,2857.11,56288.88,0.0,29033.73,5550.17,23483.56,0.0,organic,2015,Great Lakes
25,2015-07-05,1.54,86288.07,3459.78,64726.47,0.0,18101.82,6963.33,11138.49,0.0,organic,2015,Great Lakes
26,2015-06-28,1.59,71801.27,3449.4,58422.4,3.16,9926.31,4277.9,5648.41,0.0,organic,2015,Great Lakes
27,2015-06-21,1.62,72563.98,4039.33,57352.16,1.58,11170.91,5417.71,5753.2,0.0,organic,2015,Great Lakes
28,2015-06-14,1.58,80790.46,3599.24,60044.76,0.0,17146.46,11975.99,5170.47,0.0,organic,2015,Great Lakes
29,2015-06-07,1.55,81945.35,4002.95,58492.04,3.15,19447.21,10793.27,8653.94,0.0,organic,2015,Great Lakes
30,2015-05-31,1.65,79819.77,3599.67,58929.65,0.0,17290.45,12356.85,4933.6,0.0,organic,2015,Great Lakes
31,2015-05-24,1.66,79844.57,4379.87,61338.68,0.0,14126.02,9484.68,4641.34,0.0,organic,2015,Great Lakes
32,2015-05-17,1.44,82513.95,3514.15,57296.83,0.0,21702.97,8158.29,13544.68,0.0,organic,2015,Great Lakes
33,2015-05-10,1.13,171746.76,4838.87,99557.66,1.56,67348.67,10756.98,56591.69,0.0,organic,2015,Great Lakes
34,2015-05-03,1.22,143144.15,4609.7,106059.64,9.31,32465.5,8315.3,24150.2,0.0,organic,2015,Great Lakes
35,2015-04-26,1.55,92616.45,3518.79,73735.0,0.0,15362.66,9119.01,6243.65,0.0,organic,2015,Great Lakes
36,2015-04-19,1.57,85825.52,3155.93,68315.02,1.54,14353.03,10861.1,3491.93,0.0,organic,2015,Great Lakes
37,2015-04-12,1.42,149583.28,3254.92,135705.27,0.0,10623.09,8421.24,2201.85,0.0,organic,2015,Great Lakes
38,2015-04-05,1.51,81495.39,2559.69,60473.81,0.0,18461.89,9256.24,9205.65,0.0,organic,2015,Great Lakes
39,2015-03-29,1.62,64282.45,2606.14,51107.34,0.0,10568.97,9963.32,605.65,0.0,organic,2015,Great Lakes
40,2015-03-22,1.63,56818.47,3057.74,51274.78,0.0,2485.95,1992.35,493.6,0.0,organic,2015,Great Lakes
41,2015-03-15,1.55,65534.87,3884.91,47489.47,0.0,14160.49,8669.15,5491.34,0.0,organic,2015,Great Lakes
42,2015-03-08,1.6,74152.81,3590.18,46265.47,10.54,24286.62,20700.55,3586.07,0.0,organic,2015,Great Lakes
43,2015-03-01,1.69,61260.09,3154.34,43284.57,0.0,14821.18,13128.9,1692.28,0.0,organic,2015,Great Lakes
44,2015-02-22,1.68,56569.37,3756.4,41242.41,0.0,11570.56,8327.94,3242.62,0.0,organic,2015,Great Lakes
45,2015-02-15,1.65,58236.29,3633.54,40867.13,0.0,13735.62,11050.0,2685.62,0.0,organic,2015,Great Lakes
46,2015-02-08,1.64,58545.6,3711.76,35512.66,0.0,19321.18,17758.89,1562.29,0.0,organic,2015,Great Lakes
47,2015-02-01,1.53,63248.58,4062.76,46378.83,0.0,12806.99,8615.6,4191.39,0.0,organic,2015,Great Lakes
48,2015-01-25,1.63,59906.52,3609.5,45327.3,0.0,10969.72,6137.81,4831.91,0.0,organic,2015,Great Lakes
49,2015-01-18,1.73,57646.9,3941.59,43653.15,0.0,10052.16,6511.7,3540.46,0.0,organic,2015,Great Lakes
50,2015-01-11,1.69,58061.65,4362.25,44552.46,0.0,9146.94,7266.75,1880.19,0.0,organic,2015,Great Lakes
51,2015-01-04,1.54,61615.1,3633.93,42963.06,0.0,15018.11,9763.55,5254.56,0.0,organic,2015,Great Lakes
0,2015-12-27,1.6,51768.23,2070.07,25260.38,2431.47,22006.31,11522.75,10483.56,0.0,organic,2015,Midsouth
1,2015-12-20,1.71,43696.22,2258.69,27086.7,2382.98,11967.85,9205.1,2762.75,0.0,organic,2015,Midsouth
2,2015-12-13,1.68,46565.74,2651.64,24678.0,1960.98,17275.12,10126.62,7148.5,0.0,organic,2015,Midsouth
3,2015-12-06,1.59,43426.6,1765.38,24285.58,2239.72,15135.92,7305.22,7830.7,0.0,organic,2015,Midsouth
4,2015-11-29,1.5,45599.48,1884.17,24809.12,2351.45,16554.74,6478.55,10076.19,0.0,organic,2015,Midsouth
5,2015-11-22,1.66,46456.92,2136.26,30845.18,2730.31,10745.17,7911.72,2833.45,0.0,organic,2015,Midsouth
6,2015-11-15,1.7,45159.24,2855.1,27350.5,2840.16,12113.48,10565.6,1547.88,0.0,organic,2015,Midsouth
7,2015-11-08,1.66,49231.83,4884.66,24573.94,3121.29,16651.94,13541.29,3110.65,0.0,organic,2015,Midsouth
8,2015-11-01,1.61,54907.07,5463.85,26550.99,3798.97,19093.26,12311.91,6781.35,0.0,organic,2015,Midsouth
9,2015-10-25,1.7,55916.99,2906.9,33178.27,4270.62,15561.2,12052.62,3508.58,0.0,organic,2015,Midsouth
10,2015-10-18,1.66,57077.28,2657.09,31526.9,3739.04,19154.25,13759.4,5394.85,0.0,organic,2015,Midsouth
11,2015-10-11,1.53,60162.15,2195.42,30952.79,3637.71,23376.23,11437.45,11938.78,0.0,organic,2015,Midsouth
12,2015-10-04,1.73,53587.09,2184.76,32902.43,3190.88,15309.02,12203.37,3105.65,0.0,organic,2015,Midsouth
13,2015-09-27,1.76,52253.69,2191.94,31426.09,3164.97,15470.69,13112.36,2358.33,0.0,organic,2015,Midsouth
14,2015-09-20,1.72,54619.72,3268.99,33591.15,3014.16,14745.42,14021.43,723.99,0.0,organic,2015,Midsouth
15,2015-09-13,1.75,62767.95,3051.05,38182.38,3467.76,18066.76,16251.27,1815.49,0.0,organic,2015,Midsouth
16,2015-09-06,1.67,74083.65,4321.27,39381.46,3866.74,26514.18,21807.88,4706.3,0.0,organic,2015,Midsouth
17,2015-08-30,1.7,69033.16,4216.66,39193.19,3852.33,21770.98,17878.06,3892.92,0.0,organic,2015,Midsouth
18,2015-08-23,1.7,74965.16,6396.33,38841.85,4122.53,25604.45,19831.56,5772.89,0.0,organic,2015,Midsouth
19,2015-08-16,1.7,69867.41,6146.33,39087.25,4519.71,20114.12,15180.41,4933.71,0.0,organic,2015,Midsouth
20,2015-08-09,1.65,81469.58,6068.03,43254.06,5020.21,27127.28,22422.37,4704.91,0.0,organic,2015,Midsouth
21,2015-08-02,1.71,68742.23,6041.95,39663.14,3861.33,19175.81,15361.12,3814.69,0.0,organic,2015,Midsouth
22,2015-07-26,1.52,67600.74,5543.66,36107.8,3438.23,22511.05,8545.51,13965.54,0.0,organic,2015,Midsouth
23,2015-07-19,1.51,69690.43,3753.91,33297.71,3790.49,28848.32,14626.61,14221.71,0.0,organic,2015,Midsouth
24,2015-07-12,1.51,72375.15,6846.13,34618.18,4080.75,26830.09,12329.8,14500.29,0.0,organic,2015,Midsouth
25,2015-07-05,1.61,72541.61,9102.96,36327.86,4782.0,22328.79,13216.79,9112.0,0.0,organic,2015,Midsouth
26,2015-06-28,1.62,67201.29,7894.13,35220.02,4380.25,19706.89,12921.08,6785.81,0.0,organic,2015,Midsouth
27,2015-06-21,1.65,67376.23,7698.52,38237.89,4064.84,17374.98,11504.18,5870.8,0.0,organic,2015,Midsouth
28,2015-06-14,1.6,75740.17,8396.47,33250.84,4677.73,29415.13,20211.79,9203.34,0.0,organic,2015,Midsouth
29,2015-06-07,1.47,84677.56,7938.82,33492.63,4478.81,38767.3,21779.26,16988.04,0.0,organic,2015,Midsouth
30,2015-05-31,1.44,89469.59,8593.51,46639.27,5152.23,29084.58,17885.01,11199.57,0.0,organic,2015,Midsouth
31,2015-05-24,1.37,107181.78,9466.95,54218.49,5347.87,38148.47,22674.58,15473.89,0.0,organic,2015,Midsouth
32,2015-05-17,1.24,130073.74,9323.58,71859.63,19399.4,29491.13,20651.92,8839.21,0.0,organic,2015,Midsouth
33,2015-05-10,1.28,107735.95,9453.83,49525.46,5246.3,43510.36,20888.16,22622.2,0.0,organic,2015,Midsouth
34,2015-05-03,1.34,102916.4,9430.59,47953.23,7065.04,38467.54,23337.15,15130.39,0.0,organic,2015,Midsouth
35,2015-04-26,1.46,83253.18,9169.34,42025.26,4427.92,27630.66,18237.04,9393.62,0.0,organic,2015,Midsouth
36,2015-04-19,1.51,84443.98,10821.03,45874.1,5280.9,22467.95,17627.07,4840.88,0.0,organic,2015,Midsouth
37,2015-04-12,1.53,76027.78,10623.07,38006.99,5014.1,22383.62,14962.2,7421.42,0.0,organic,2015,Midsouth
38,2015-04-05,1.65,68150.51,10574.96,31229.73,4688.87,21656.95,17759.54,3897.41,0.0,organic,2015,Midsouth
39,2015-03-29,1.65,64688.75,10530.83,30083.37,4781.66,19292.89,17345.15,1947.74,0.0,organic,2015,Midsouth
40,2015-03-22,1.53,57978.41,13957.53,29037.44,4426.59,10556.85,7426.95,3129.9,0.0,organic,2015,Midsouth
41,2015-03-15,1.65,58939.14,8401.12,28424.2,4385.54,17728.28,16137.24,1591.04,0.0,organic,2015,Midsouth
42,2015-03-08,1.62,73251.74,8451.96,27277.29,4616.93,32905.56,31682.71,1222.85,0.0,organic,2015,Midsouth
43,2015-03-01,1.61,62339.44,9303.87,29547.34,4471.19,19017.04,16977.16,2039.88,0.0,organic,2015,Midsouth
44,2015-02-22,1.4,75957.01,15459.67,35943.26,4053.24,20500.84,18497.02,2003.82,0.0,organic,2015,Midsouth
45,2015-02-15,1.48,67813.61,7426.1,34306.93,4067.67,22012.91,18624.73,3388.18,0.0,organic,2015,Midsouth
46,2015-02-08,1.58,64774.28,7824.43,26491.71,4388.15,26069.99,23654.98,2415.01,0.0,organic,2015,Midsouth
47,2015-02-01,1.44,72159.84,17276.51,30751.68,4813.6,19318.05,17413.54,1904.51,0.0,organic,2015,Midsouth
48,2015-01-25,1.63,54932.83,11160.54,26029.58,3297.83,14444.88,11428.78,3016.1,0.0,organic,2015,Midsouth
49,2015-01-18,1.65,52559.1,11415.28,25306.56,3345.08,12492.18,10971.43,1520.75,0.0,organic,2015,Midsouth
50,2015-01-11,1.52,65483.08,14570.74,30445.75,3170.11,17296.48,16715.45,581.03,0.0,organic,2015,Midsouth
51,2015-01-04,1.56,58065.35,10049.66,25228.37,3672.89,19114.43,17280.89,1833.54,0.0,organic,2015,Midsouth
0,2015-12-27,1.7,75884.69,2608.86,15574.88,1202.38,56498.57,34774.94,21723.63,0.0,organic,2015,Northeast
1,2015-12-20,1.77,73826.41,5825.64,17999.1,2401.24,47600.43,40812.08,6788.35,0.0,organic,2015,Northeast
2,2015-12-13,1.8,76466.85,3310.22,12755.23,7637.49,52763.91,37344.72,15419.19,0.0,organic,2015,Northeast
3,2015-12-06,1.53,67245.25,5884.58,13280.16,961.1,47119.41,29475.97,17643.44,0.0,organic,2015,Northeast
4,2015-11-29,1.59,48901.36,2430.46,9533.76,710.99,36226.15,24764.03,11462.12,0.0,organic,2015,Northeast
5,2015-11-22,1.63,55389.85,4842.73,14368.7,217.07,35961.35,28099.9,7861.45,0.0,organic,2015,Northeast
6,2015-11-15,1.58,52680.94,4800.47,15407.35,54.61,32418.51,30557.72,1860.79,0.0,organic,2015,Northeast
7,2015-11-08,1.63,54182.7,6009.03,16101.87,111.18,31960.62,30428.94,1531.68,0.0,organic,2015,Northeast
8,2015-11-01,1.74,48955.21,5160.45,14384.31,718.43,28692.02,26937.17,1754.85,0.0,organic,2015,Northeast
9,2015-10-25,1.69,56802.46,4847.06,15489.48,457.14,36008.78,27679.02,8329.76,0.0,organic,2015,Northeast
10,2015-10-18,1.7,51045.02,2862.61,14224.98,518.85,33438.58,26508.59,6929.99,0.0,organic,2015,Northeast
11,2015-10-11,1.69,55097.44,3427.81,14320.5,234.48,37114.65,30619.47,6495.18,0.0,organic,2015,Northeast
12,2015-10-04,1.82,53701.26,3251.95,18185.35,108.53,32155.43,30619.08,1536.35,0.0,organic,2015,Northeast
13,2015-09-27,2.12,41882.91,3598.54,21853.75,571.17,15859.45,15096.04,763.41,0.0,organic,2015,Northeast
14,2015-09-20,1.93,47669.22,5964.9,21233.25,1065.24,19405.83,18862.28,543.55,0.0,organic,2015,Northeast
15,2015-09-13,1.97,49376.19,3473.57,18543.59,853.19,26505.84,26318.59,187.25,0.0,organic,2015,Northeast
16,2015-09-06,1.86,64445.98,5543.4,21432.21,1136.01,36334.36,35519.22,815.14,0.0,organic,2015,Northeast
17,2015-08-30,2.01,50307.57,3998.98,19017.27,852.47,26438.85,25235.11,1203.74,0.0,organic,2015,Northeast
18,2015-08-23,1.99,54255.52,4413.27,19200.77,917.81,29723.67,29487.98,235.69,0.0,organic,2015,Northeast
19,2015-08-16,2.11,47299.93,6353.43,20046.99,806.2,20093.31,19683.26,410.05,0.0,organic,2015,Northeast
20,2015-08-09,1.89,59179.16,8200.55,20527.9,788.85,29661.86,29202.28,459.58,0.0,organic,2015,Northeast
21,2015-08-02,2.02,51879.97,3801.74,18438.59,229.83,29409.81,29028.9,380.91,0.0,organic,2015,Northeast
22,2015-07-26,1.94,45208.21,4767.51,20119.18,87.72,20233.8,19658.12,575.68,0.0,organic,2015,Northeast
23,2015-07-19,2.07,47878.48,3613.49,20743.86,93.68,23427.45,23396.97,30.48,0.0,organic,2015,Northeast
24,2015-07-12,2.01,40245.19,4205.24,19850.58,90.1,16099.27,16093.19,6.08,0.0,organic,2015,Northeast
25,2015-07-05,2.09,45881.11,3575.37,18758.96,132.4,23414.38,23393.23,21.15,0.0,organic,2015,Northeast
26,2015-06-28,1.93,56485.02,5627.66,22070.75,531.58,28255.03,28196.36,58.67,0.0,organic,2015,Northeast
27,2015-06-21,2.12,48785.22,5390.54,20200.25,1166.45,22027.98,21513.69,514.29,0.0,organic,2015,Northeast
28,2015-06-14,1.93,65593.37,7000.26,25148.95,978.81,32465.35,32250.27,215.08,0.0,organic,2015,Northeast
29,2015-06-07,2.02,57645.02,4853.51,17359.72,857.17,34574.62,34488.34,86.28,0.0,organic,2015,Northeast
30,2015-05-31,1.89,63807.3,5614.59,21199.65,704.73,36288.33,36137.11,151.22,0.0,organic,2015,Northeast
31,2015-05-24,1.97,63674.1,5569.19,18983.33,513.94,38607.64,38338.21,269.43,0.0,organic,2015,Northeast
32,2015-05-17,1.92,68435.46,4444.73,20525.36,119.96,43345.41,43257.15,88.26,0.0,organic,2015,Northeast
33,2015-05-10,1.9,68804.21,4593.3,25193.73,29.41,38987.77,38815.66,172.11,0.0,organic,2015,Northeast
34,2015-05-03,1.89,67904.99,3879.94,25453.69,538.31,38033.05,37812.35,220.7,0.0,organic,2015,Northeast
35,2015-04-26,1.96,53200.63,3100.23,16190.74,438.48,33471.18,33361.61,109.57,0.0,organic,2015,Northeast
36,2015-04-19,1.94,60348.96,4357.54,24247.68,50.04,31693.7,31416.66,277.04,0.0,organic,2015,Northeast
37,2015-04-12,1.81,69377.2,6165.15,22584.41,27.38,40600.26,40303.57,296.69,0.0,organic,2015,Northeast
38,2015-04-05,1.91,52969.72,3446.17,15316.65,48.13,34158.77,33977.73,181.04,0.0,organic,2015,Northeast
39,2015-03-29,1.95,46496.41,5533.31,16533.45,90.99,24338.66,24298.66,40.0,0.0,organic,2015,Northeast
40,2015-03-22,1.92,44128.54,4956.8,20884.49,28.16,18259.09,18247.64,11.45,0.0,organic,2015,Northeast
41,2015-03-15,1.83,43012.32,2925.0,16559.95,26.02,23501.35,23398.38,102.97,0.0,organic,2015,Northeast
42,2015-03-08,1.79,60655.7,3991.62,17082.17,38.58,39543.33,39361.95,181.38,0.0,organic,2015,Northeast
43,2015-03-01,1.85,56799.83,5884.52,17398.87,26.54,33489.9,33457.94,31.96,0.0,organic,2015,Northeast
44,2015-02-22,1.9,56898.92,5183.02,17737.13,65.89,33912.88,33581.42,331.46,0.0,organic,2015,Northeast
45,2015-02-15,1.84,57627.38,3633.89,21385.14,78.86,32529.49,32381.03,148.46,0.0,organic,2015,Northeast
46,2015-02-08,1.85,65898.99,2547.81,19979.96,38.35,43332.87,43044.39,288.48,0.0,organic,2015,Northeast
47,2015-02-01,1.78,63537.1,3278.92,23694.61,13.97,36549.6,36537.93,11.67,0.0,organic,2015,Northeast
48,2015-01-25,1.92,40358.44,2519.17,17147.02,73.05,20619.2,20455.66,163.54,0.0,organic,2015,Northeast
49,2015-01-18,1.94,35304.15,1461.14,13317.36,73.5,20452.15,18457.1,1995.05,0.0,organic,2015,Northeast
50,2015-01-11,1.86,50079.81,3611.57,20043.89,65.93,26358.42,26332.17,26.25,0.0,organic,2015,Northeast
51,2015-01-04,1.88,48280.46,4476.73,22389.09,23.15,21391.49,21379.79,11.7,0.0,organic,2015,Northeast
0,2015-12-27,1.65,8119.93,10.91,155.21,0.0,7953.81,7953.81,0.0,0.0,organic,2015,Northern New England
1,2015-12-20,1.65,9262.66,9.65,149.62,0.0,9103.39,9103.39,0.0,0.0,organic,2015,Northern New England
2,2015-12-13,1.62,8029.92,9.61,134.51,0.0,7885.8,7885.8,0.0,0.0,organic,2015,Northern New England
